drug_key,drug,ae_score_x,total_prob,total_weighted_prob,n_ae,safety_drug,P_drug_gt_placebo,safety_score,efficacy_score,ae_score_y,safety_norm,efficacy_norm,ae_inverse_norm,composite_score,safety_used,efficacy_used,ae_used,ae_units,composite_used,avoid_rank_ae,avoid_rank_safety,avoid_rank_efficacy,avoid_rank_composite,delta_safety_vs_real,delta_efficacy_vs_real,delta_ae_vs_real,flag_ae_extreme,flag_safety_extreme,flag_efficacy_extreme,n_extremes
leniolisib,Leniolisib,3.646568914409725,9.569650538265702,3.646568914409725,100,0.534234,0.519074,0.534234,0.519074,3.646568914409725,0.752077009508796,0.3127262113251642,0.0571734824865124,0.4373559848308866,0.534234,0.519074,9.569650538265702,unweighted_total_prob,0.4373559848308866,38.0,1618.0,231.0,1394.0,-0.014353858999999969,0.00033415100000000475,-9.953502140734297,True,False,True,2
capmatinib,Capmatinib,3.589114221185444,9.455109346657988,3.589114221185444,100,0.353378,0.516666,0.353378,0.516666,3.589114221185444,0.4487749249526238,0.172154115586689,0.0594668455241596,0.2602649853205571,0.353378,0.516666,9.455109346657988,unweighted_total_prob,0.2602649853205571,40.0,1358.0,25.0,66.0,-0.19520985899999993,-0.002073849000000072,-10.068043332342011,True,False,True,2
ivacaftor,Ivacaftor,3.493667350150643,9.247925058007237,3.493667350150643,100,0.246464,0.5183,0.246464,0.5183,3.493667350150643,0.2694762615505878,0.2675423234092241,0.0634434451616683,0.2274961230162584,0.246464,0.5183,9.247925058007237,unweighted_total_prob,0.2274961230162584,43.0,497.0,132.0,19.0,-0.30212385899999994,-0.0004398490000000477,-10.275227620992762,True,False,True,2
omacetaxine_mepesucc,Omacetaxine_mepesucc,3.6829077848233274,9.071527086198326,3.6829077848233274,100,0.44169,0.517631,0.44169,0.517631,3.682907784823328,0.5968773583323551,0.2284880326911837,0.0557599195266891,0.3412981403147534,0.44169,0.517631,9.071527086198326,unweighted_total_prob,0.3412981403147534,50.0,1578.0,69.0,589.0,-0.10689785899999993,-0.0011088490000000784,-10.451625592801673,True,False,True,2
sonidegib,Sonidegib,3.4564456420019254,8.906889945268627,3.4564456420019254,100,0.390716,0.517377,0.390716,0.517377,3.4564456420019254,0.5113921078669775,0.213660245183888,0.0650537348826758,0.3030316881968813,0.390716,0.517377,8.906889945268627,unweighted_total_prob,0.3030316881968813,53.0,1489.0,58.0,232.0,-0.15787185899999995,-0.0013628490000000548,-10.616262733731372,True,False,True,2
benzbromarone,Benzbromarone,3.614225785806773,8.768369171768422,3.614225785806773,100,0.268434,0.51935,0.268434,0.51935,3.614225785806773,0.3063207499706519,0.3288382953882082,0.0584555217493678,0.2657547224934176,0.268434,0.51935,8.768369171768422,unweighted_total_prob,0.2657547224934176,57.0,677.0,293.0,76.0,-0.28015385899999995,0.0006101509999999477,-10.754783507231577,True,False,True,2
tofacitinib,Tofacitinib,3.3065205053426308,8.678564533591267,3.3065205053426308,100,0.24992,0.518208,0.24992,0.518208,3.3065205053426308,0.2752720991463885,0.2621716287215428,0.0719069206683013,0.2293588752808327,0.24992,0.518208,8.678564533591267,unweighted_total_prob,0.2293588752808327,61.0,530.0,122.0,21.0,-0.2986678589999999,-0.0005318490000000287,-10.844588145408732,True,False,True,2
entrectinib,Entrectinib,3.2256224218290286,8.563597768545145,3.2256224218290286,100,0.293142,0.518654,0.293142,0.518654,3.2256224218290286,0.3477569638934076,0.2882078225335654,0.0758694499754267,0.2695598045658746,0.293142,0.518654,8.563597768545145,unweighted_total_prob,0.2695598045658746,65.0,901.0,172.0,89.0,-0.25544585899999994,-8.584900000008222e-05,-10.959554910454854,True,False,True,2
copanlisib,Copanlisib,3.3202329940628243,8.518390282988545,3.3202329940628243,100,0.403847,0.515935,0.403847,0.515935,3.3202329940628243,0.5334132720656057,0.1294804436660861,0.0712543981467912,0.279408365922035,0.403847,0.515935,8.518390282988545,unweighted_total_prob,0.279408365922035,68.0,1518.0,12.0,115.0,-0.14474085899999994,-0.002804848999999998,-11.004762396011454,True,False,True,2
tolvaptan,Tolvaptan,3.63113274592906,8.281000785529608,3.63113274592906,100,0.532216,0.517934,0.532216,0.517934,3.63113274592906,0.7486927501718963,0.2461762988908366,0.0577825030578075,0.4095041202366547,0.532216,0.517934,8.281000785529608,unweighted_total_prob,0.4095041202366547,74.0,1617.0,92.0,1240.0,-0.016371858999999933,-0.0008058490000000251,-11.24215189347039,True,False,True,2
trilaciclib,Trilaciclib,3.144311949843539,8.245162237435576,3.144311949843539,100,0.414171,0.518309,0.414171,0.518309,3.144311949843539,0.5507269952539873,0.2680677174547604,0.0800576395383732,0.3435294129911737,0.414171,0.518309,8.245162237435576,unweighted_total_prob,0.3435294129911737,76.0,1537.0,133.0,612.0,-0.13441685899999994,-0.0004308490000000109,-11.277990441564423,True,False,True,2
lenalidomide,Lenalidomide,3.3074177423026394,8.242274630814787,3.3074177423026394,100,0.427618,0.519513,0.427618,0.519513,3.3074177423026394,0.5732781029364907,0.3383537653239948,0.0718640593142605,0.3790255591670463,0.427618,0.519513,8.242274630814787,unweighted_total_prob,0.3790255591670463,77.0,1556.0,321.0,989.0,-0.12096985899999996,0.0007731509999999719,-11.280878048185212,True,False,True,2
pemigatinib,Pemigatinib,3.074824478896333,8.0885594561696,3.074824478896333,100,0.406983,0.517773,0.406983,0.517773,3.074824478896333,0.5386724580321655,0.2367775831873943,0.0838123768040884,0.3269424918486416,0.406983,0.517773,8.0885594561696,unweighted_total_prob,0.3269424918486416,81.0,1523.0,79.0,414.0,-0.14160485899999997,-0.0009668489999999919,-11.434593222830399,True,False,True,2
etrasimod,Etrasimod,3.076427546795456,7.987179741263385,3.076427546795456,100,0.343358,0.517498,0.343358,0.517498,3.076427546795456,0.431971020812021,0.220723876240516,0.0837238440651968,0.2778227276340542,0.343358,0.517498,7.987179741263385,unweighted_total_prob,0.2778227276340542,82.0,1306.0,64.0,105.0,-0.20522985899999996,-0.001241849000000017,-11.535972937736613,True,False,True,2
ipragliflozin,Ipragliflozin,2.96659977803938,7.840205371379849,2.96659977803938,100,0.216558,0.523985,0.216558,0.523985,2.96659977803938,0.2193228127253517,0.5994162288382994,0.0900105842577601,0.3454977334770124,0.216558,0.523985,7.840205371379849,unweighted_total_prob,0.3454977334770124,85.0,304.0,1383.0,637.0,-0.3320298589999999,0.0052451510000000034,-11.68294730762015,True,True,False,2
tezacaftor,Tezacaftor,2.982149825897066,7.669272869825359,2.982149825897066,100,0.236953,0.519092,0.236953,0.519092,2.982149825897066,0.2535259689077462,0.3137769994162303,0.0890923313448103,0.2447396535985527,0.236953,0.519092,7.669272869825359,unweighted_total_prob,0.2447396535985527,91.0,431.0,235.0,38.0,-0.311634859,0.00035215099999996724,-11.85387980917464,True,False,True,2
baricitinib,Baricitinib,2.95900681405328,7.655402574688191,2.95900681405328,100,0.274903,0.517808,0.274903,0.517808,2.95900681405328,0.3171694980630231,0.2388207822533608,0.0904624666492421,0.240488605456402,0.274903,0.517808,7.655402574688191,unweighted_total_prob,0.240488605456402,92.0,751.0,81.0,29.0,-0.27368485899999995,-0.0009318489999999846,-11.867750104311808,True,False,True,2
benoxaprofen,Benoxaprofen,2.893879560101776,7.166396174579854,2.893879560101776,100,0.37082,0.519068,0.37082,0.519068,2.893879560101776,0.4780257928189304,0.3123759486281378,0.0944358032047196,0.3350478572197712,0.37082,0.519068,7.166396174579854,unweighted_total_prob,0.3350478572197712,114.0,1428.0,229.0,506.0,-0.17776785899999997,0.00032815099999994324,-12.356756504420144,True,False,True,2
olmutinib,Olmutinib,2.687788748275487,7.11368295922875,2.687788748275487,100,0.248079,0.518913,0.248079,0.518913,2.687788748275487,0.2721846752419125,0.3033274956217154,0.1082779053515664,0.2518604494157644,0.248079,0.518913,7.11368295922875,unweighted_total_prob,0.2518604494157644,118.0,516.0,203.0,51.0,-0.30050885899999996,0.000173150999999927,-12.409469719771248,True,False,True,2
fenticonazole,Fenticonazole,2.88444356145337,7.008609924465413,2.88444356145337,100,0.329405,0.519244,0.329405,0.519244,2.88444356145337,0.4085713327407805,0.3226503210741428,0.095026363677567,0.3114939342614827,0.329405,0.519244,7.008609924465413,unweighted_total_prob,0.3114939342614827,125.0,1212.0,273.0,295.0,-0.21918285899999995,0.0005041510000000082,-12.514542754534585,True,False,True,2
cyclacillin,Cyclacillin,2.888587343087418,6.987163418903942,2.888587343087418,100,0.338519,0.519476,0.338519,0.519476,2.888587343087418,0.4238558419560952,0.3361938120256904,0.0947665462281021,0.3229731708383347,0.338519,0.519476,6.987163418903942,unweighted_total_prob,0.3229731708383347,127.0,1276.0,314.0,379.0,-0.21006885899999994,0.0007361510000000182,-12.535989260096056,True,False,True,2
netilmicin,Netilmicin,2.9183093873783927,6.978742783889171,2.9183093873783927,100,0.430055,0.518252,0.430055,0.518252,2.9183093873783927,0.5773650405004277,0.2647402218330457,0.0929245834724411,0.3554270216278776,0.430055,0.518252,6.978742783889171,unweighted_total_prob,0.3554270216278776,129.0,1564.0,127.0,738.0,-0.11853285899999993,-0.00048784899999998466,-12.544409895110828,True,False,True,2
pinacidil,Pinacidil,2.7842806819826347,6.952732212841506,2.7842806819826347,100,0.352886,0.516701,0.352886,0.516701,2.7842806819826347,0.447949823072666,0.1741973146526556,0.1015419086208033,0.2691672368142893,0.352886,0.516701,6.952732212841506,unweighted_total_prob,0.2691672368142893,131.0,1355.0,27.0,86.0,-0.19570185899999998,-0.0020388490000000647,-12.570420466158492,True,False,True,2
deferiprone,Deferiprone,2.863972043618558,6.917505323886867,2.863972043618558,100,0.291132,0.519475,0.291132,0.519475,2.863972043618558,0.3443861208472388,0.3361354349095182,0.096320971502397,0.2914728166031822,0.291132,0.519475,6.917505323886867,unweighted_total_prob,0.2914728166031822,133.0,884.0,313.0,171.0,-0.25745585899999995,0.0007351509999999895,-12.605647355113131,True,False,True,2
irinotecan,Irinotecan,2.6549223081674405,6.698493611067529,2.6549223081674405,100,0.375898,0.517582,0.375898,0.517582,2.6549223081674405,0.4865417833604455,0.2256275539988331,0.1106840665652774,0.307004548256767,0.375898,0.517582,6.698493611067529,unweighted_total_prob,0.307004548256767,150.0,1446.0,65.0,256.0,-0.17268985899999995,-0.001157849000000044,-12.824659067932469,True,False,True,2
bithionol,Bithionol,2.551974970195441,6.64953899569809,2.551974970195441,100,0.299059,0.515307,0.299059,0.515307,2.551974970195441,0.3576799879253384,0.0928196147110322,0.1186219715732383,0.2039242353691959,0.299059,0.515307,6.64953899569809,unweighted_total_prob,0.2039242353691959,153.0,955.0,4.0,8.0,-0.24952885899999994,-0.003432849000000071,-12.873613683301908,True,False,True,2
methapyrilene,Methapyrilene,2.4017439895775152,6.445418799296017,2.4017439895775152,100,0.355322,0.517762,0.355322,0.517762,2.4017439895775152,0.4520350836002616,0.2361354349095137,0.1314268477329865,0.3015535769505075,0.355322,0.517762,6.445418799296017,unweighted_total_prob,0.3015535769505075,165.0,1364.0,77.0,221.0,-0.19326585899999993,-0.0009778490000000861,-13.077733879703981,True,False,True,2
prenylamine,Prenylamine,2.5133075422607343,6.443349266424771,2.5133075422607343,100,0.325131,0.519232,0.325131,0.519232,2.5133075422607343,0.401403679417733,0.3219497956800966,0.1217714761469546,0.3136956852685227,0.325131,0.519232,6.443349266424771,unweighted_total_prob,0.3136956852685227,166.0,1183.0,272.0,312.0,-0.22345685899999995,0.0004921509999999962,-13.079803412575227,True,False,True,2
grepafloxacin,Grepafloxacin,2.524625197425483,6.332836845889683,2.524625197425483,100,0.282138,0.519494,0.282138,0.519494,2.524625197425483,0.3293028559928894,0.3372446001167565,0.1208396542451733,0.2907869132928931,0.282138,0.519494,6.332836845889683,unweighted_total_prob,0.2907869132928931,179.0,812.0,315.0,164.0,-0.26644985899999996,0.0007541509999999807,-13.190315833110315,True,False,True,2
duloxetine,Duloxetine,2.2062119223410246,6.322625366970892,2.2062119223410246,100,0.333941,0.519111,0.333941,0.519111,2.2062119223410246,0.4161783695852689,0.3148861646234686,0.1507048956613258,0.3225667928157602,0.333941,0.519111,6.322625366970892,unweighted_total_prob,0.3225667928157602,181.0,1242.0,239.0,373.0,-0.21464685899999997,0.0003711509999999585,-13.200527312029106,True,False,True,2
carglumic_acid,Carglumic_acid,2.6312645344994943,6.310734007507557,2.6312645344994943,100,0.360343,0.519009,0.360343,0.519009,2.6312645344994943,0.4604554830703182,0.3089316987740853,0.1124532650038149,0.3302455257385244,0.360343,0.519009,6.310734007507557,unweighted_total_prob,0.3302455257385244,183.0,1389.0,219.0,458.0,-0.18824485899999993,0.000269151000000023,-13.212418671492442,True,False,True,2
avibactam,Avibactam,2.67430065628141,6.198911391198631,2.67430065628141,100,0.402872,0.518553,0.402872,0.518553,2.67430065628141,0.5317781616327626,0.2823117338003542,0.1092582169941263,0.347487601572072,0.402872,0.518553,6.198911391198631,unweighted_total_prob,0.347487601572072,196.0,1517.0,154.0,655.0,-0.14571585899999995,-0.00018684899999998894,-13.324241287801367,True,False,True,2
amrinone,Amrinone,2.42519314480014,6.194178339093919,2.42519314480014,100,0.3634,0.519147,0.3634,0.519147,2.42519314480014,0.4655821831659092,0.3169877408056072,0.1293236836301128,0.3388927063146292,0.3634,0.519147,6.194178339093919,unweighted_total_prob,0.3388927063146292,198.0,1397.0,246.0,560.0,-0.18518785899999995,0.0004071509999999945,-13.328974339906079,True,False,True,2
selexipag,Selexipag,2.637582761421798,6.1494410224258855,2.637582761421798,100,0.185838,0.526555,0.185838,0.526555,2.637582761421798,0.1678042563182344,0.7494454173963825,0.1119776630659163,0.3892954020990301,0.185838,0.526555,6.1494410224258855,unweighted_total_prob,0.3892954020990301,205.0,149.0,1586.0,1079.0,-0.36274985899999995,0.007815150999999965,-13.373711656574113,True,True,False,2
loracarbef,Loracarbef,2.574403307260944,6.077190080657598,2.574403307260944,100,0.364294,0.519324,0.364294,0.519324,2.574403307260944,0.4670814536551007,0.3273204903677779,0.116838512766502,0.3411284801624518,0.364294,0.519324,6.077190080657598,unweighted_total_prob,0.3411284801624518,213.0,1403.0,286.0,588.0,-0.18429385899999995,0.0005841509999999772,-13.445962598342401,True,False,True,2
suloctidil,Suloctidil,2.4235123455058765,6.07105460390448,2.4235123455058765,100,0.337948,0.519082,0.337948,0.519082,2.4235123455058765,0.4228982542051686,0.3131932282545284,0.1294730811171025,0.3203312092072993,0.337948,0.519082,6.07105460390448,unweighted_total_prob,0.3203312092072993,215.0,1272.0,233.0,356.0,-0.21063985899999993,0.00034215100000001275,-13.452098075095519,True,False,True,2
oxyphenisatin,Oxyphenisatin,2.494506799383087,6.018841244280334,2.494506799383087,100,0.42797,0.518966,0.42797,0.518966,2.494506799383087,0.5738684197286557,0.3064214827787546,0.1233380962205362,0.3767835802470713,0.42797,0.518966,6.018841244280334,unweighted_total_prob,0.3767835802470713,224.0,1559.0,212.0,972.0,-0.12061785899999994,0.00022615100000000776,-13.504311434719664,True,False,True,2
phenformin,Phenformin,2.439161984436212,6.001514624804253,2.439161984436212,100,0.378937,0.518684,0.378937,0.518684,2.439161984436212,0.4916382968018918,0.2899591360186842,0.1280900325010796,0.3382569796284463,0.378937,0.518684,6.001514624804253,unweighted_total_prob,0.3382569796284463,226.0,1458.0,173.0,551.0,-0.16965085899999993,-5.584899999999671e-05,-13.521638054195746,True,False,True,2
tafenoquine,Tafenoquine,2.294893624354152,5.995085189118977,2.294893624354152,100,0.44306,0.519426,0.44306,0.519426,2.294893624354152,0.5991748981200422,0.3332749562171677,0.1415544291351571,0.4012908275619154,0.44306,0.519426,5.995085189118977,unweighted_total_prob,0.4012908275619154,227.0,1582.0,306.0,1186.0,-0.10552785899999995,0.0006861510000000237,-13.528067489881021,True,False,True,2
desvenlafaxine,Desvenlafaxine,2.0812930295942333,5.9529575202614025,2.0812930295942333,100,0.358349,0.51938,0.358349,0.51938,2.0812930295942333,0.4571114726056114,0.3305896088733205,0.164917271141564,0.3480638868198856,0.358349,0.51938,5.9529575202614025,unweighted_total_prob,0.3480638868198856,234.0,1380.0,299.0,664.0,-0.19023885899999998,0.0006401509999999222,-13.570195158738596,True,False,True,2
cefadroxil,Cefadroxil,2.341318053472785,5.914712266996498,2.341318053472785,100,0.313109,0.517589,0.313109,0.517589,2.341318053472785,0.3812423485216925,0.2260361938120252,0.1370406261212357,0.2703195421577342,0.313109,0.517589,5.914712266996498,unweighted_total_prob,0.2703195421577342,238.0,1074.0,66.0,93.0,-0.23547885899999993,-0.0011508490000000648,-13.6084404120035,True,False,True,2
tadalafil,Tadalafil,2.377131405984981,5.890216989442702,2.377131405984981,100,0.207447,0.525607,0.207447,0.525607,2.377131405984981,0.2040433346190612,0.6941039112667882,0.133678992510272,0.3859946968563942,0.207447,0.525607,5.890216989442702,unweighted_total_prob,0.3859946968563942,241.0,254.0,1538.0,1053.0,-0.34114085899999996,0.006867151000000016,-13.632935689557296,True,True,False,2
fluspirilene,Fluspirilene,2.344407561840488,5.880576830357309,2.344407561840488,100,0.402564,0.519259,0.402564,0.519259,2.344407561840488,0.5312616344396184,0.323525977816699,0.1367465804082959,0.3692643609841862,0.402564,0.519259,5.880576830357309,unweighted_total_prob,0.3692643609841862,244.0,1515.0,275.0,897.0,-0.14602385899999998,0.0005191509999999955,-13.64257584864269,True,False,True,2
sparteine,Sparteine,2.3177411880344136,5.8637335579842285,2.3177411880344136,100,0.381658,0.519302,0.381658,0.519302,2.3177411880344136,0.49620151268678,0.3260361938120297,0.1393103849596657,0.356757159591457,0.381658,0.519302,5.8637335579842285,unweighted_total_prob,0.356757159591457,246.0,1468.0,284.0,753.0,-0.16692985899999996,0.0005621510000000107,-13.65941912101577,True,False,True,2
spirapril,Spirapril,2.3773984542582163,5.826379537582393,2.3773984542582163,100,0.391501,0.517829,0.391501,0.517829,2.3773984542582163,0.5127085813949588,0.2400467016929369,0.1336543063461591,0.3278329745043902,0.391501,0.517829,5.826379537582393,unweighted_total_prob,0.3278329745043902,250.0,1491.0,83.0,425.0,-0.15708685899999997,-0.0009108490000000469,-13.696773141417605,True,False,True,2
valsartan,Valsartan,2.5712825861759465,5.82050832919776,2.5712825861759465,100,0.358287,0.518828,0.358287,0.518828,2.5712825861759465,0.457007496352446,0.2983654407472261,0.1170848032127217,0.3255661354824131,0.358287,0.518828,5.82050832919776,unweighted_total_prob,0.3255661354824131,251.0,1379.0,193.0,398.0,-0.19030085899999993,8.815099999992526e-05,-13.702644349802238,True,False,True,2
benfluorex,Benfluorex,2.3423129424452767,5.80233889073133,2.3423129424452767,100,0.354692,0.518426,0.354692,0.518426,2.3423129424452767,0.4509785507051937,0.2748978400467063,0.1369458523224461,0.3177397267652493,0.354692,0.518426,5.80233889073133,unweighted_total_prob,0.3177397267652493,253.0,1361.0,142.0,341.0,-0.19389585899999995,-0.0003138489999999772,-13.720813788268668,True,False,True,2
bretylium,Bretylium,2.2117042258381825,5.79217210039496,2.2117042258381825,100,0.338166,0.517309,0.338166,0.517309,2.2117042258381825,0.423263848127589,0.2096906012842991,0.1501168659686947,0.2832051529584942,0.338166,0.517309,5.79217210039496,unweighted_total_prob,0.2832051529584942,257.0,1274.0,55.0,134.0,-0.21042185899999993,-0.0014308490000000118,-13.730980578605038,True,False,True,2
tienilic_acid,Tienilic_acid,2.280646275612524,5.757305981591339,2.280646275612524,100,0.318546,0.5178,0.318546,0.5178,2.280646275612524,0.390360395109762,0.2383537653239967,0.1429765370939358,0.2800809715922907,0.318546,0.5178,5.757305981591339,unweighted_total_prob,0.2800809715922907,259.0,1132.0,80.0,118.0,-0.23004185899999996,-0.0009398489999999926,-13.765846697408659,True,False,True,2
cobalt_chloride,Cobalt_chloride,2.331228700932113,5.753671623766418,2.331228700932113,100,0.392838,0.519501,0.392838,0.519501,2.331228700932113,0.5149507789833806,0.3376532399299485,0.138006314501496,0.3686428704656309,0.392838,0.519501,5.753671623766418,unweighted_total_prob,0.3686428704656309,261.0,1495.0,318.0,893.0,-0.15574985899999993,0.0007611509999999599,-13.76948105523358,True,False,True,2
idarubicin,Idarubicin,2.30286040806677,5.666697179898616,2.30286040806677,100,0.354676,0.519161,0.354676,0.519161,2.30286040806677,0.4509517181237317,0.3178050204319913,0.1407668905197774,0.3356560735262447,0.354676,0.519161,5.666697179898616,unweighted_total_prob,0.3356560735262447,274.0,1360.0,253.0,515.0,-0.19391185899999996,0.000421150999999953,-13.856455499101383,True,False,True,2
cisapride,Cisapride,2.1280938867479544,5.648540576919909,2.1280938867479544,100,0.18348,0.521634,0.18348,0.521634,2.1280938867479544,0.1638498046252662,0.4621716287215454,0.1593971476074762,0.2822880028602199,0.18348,0.521634,5.648540576919909,unweighted_total_prob,0.2822880028602199,276.0,144.0,897.0,129.0,-0.365107859,0.0028941510000000115,-13.87461210208009,True,True,False,2
azlocillin,Azlocillin,2.3996268093120285,5.6270568966865495,2.3996268093120285,100,0.324721,0.519165,0.324721,0.519165,2.3996268093120285,0.4007160945177682,0.3180385288966734,0.1316187616293713,0.3138256016916508,0.324721,0.519165,5.6270568966865495,unweighted_total_prob,0.3138256016916508,280.0,1179.0,255.0,313.0,-0.22386685899999997,0.000425150999999957,-13.896095782313449,True,False,True,2
ledipasvir,Ledipasvir,2.2249548477120684,5.624779909849162,2.2249548477120684,100,0.483771,0.518952,0.483771,0.518952,2.2249548477120684,0.6674487246138625,0.305604203152364,0.1487101480655243,0.4189632007195955,0.483771,0.518952,5.624779909849162,unweighted_total_prob,0.4189632007195955,281.0,1604.0,208.0,1297.0,-0.06481685899999995,0.00021215099999993825,-13.898372769150836,True,False,True,2
cefamandole,Cefamandole,2.355519982660187,5.614310273900624,2.355519982660187,100,0.339727,0.518076,0.339727,0.518076,2.355519982660187,0.4258817018564792,0.2544658493870407,0.135695326128998,0.2992780857232076,0.339727,0.518076,5.614310273900624,unweighted_total_prob,0.2992780857232076,284.0,1286.0,105.0,211.0,-0.20886085899999995,-0.0006638490000000496,-13.908842405099374,True,False,True,2
indoprofen,Indoprofen,2.305575715098528,5.57926319353282,2.305575715098528,100,0.405875,0.518625,0.405875,0.518625,2.305575715098528,0.5368143017659193,0.2865148861646251,0.1404997185172612,0.35743161887567,0.405875,0.518625,5.57926319353282,unweighted_total_prob,0.35743161887567,291.0,1520.0,168.0,761.0,-0.14271285899999997,-0.00011484900000002796,-13.943889485467178,True,False,True,2
upadacitinib,Upadacitinib,2.269034999096764,5.576070860028263,2.269034999096764,100,0.240935,0.514822,0.240935,0.514822,2.269034999096764,0.2602039276191115,0.064506713368361,0.1441487320391709,0.1587140028028232,0.240935,0.514822,5.576070860028263,unweighted_total_prob,0.1587140028028232,292.0,460.0,2.0,1.0,-0.30765285899999995,-0.003917849000000029,-13.947081818971736,True,False,True,2
dabigatran_etexilate,Dabigatran_etexilate,2.249141680542378,5.558180384337898,2.249141680542378,100,0.30853,0.51915,0.30853,0.51915,2.249141680542378,0.3735631991145249,0.3171628721541172,0.1461851561577518,0.3055274597390072,0.30853,0.51915,5.558180384337898,unweighted_total_prob,0.3055274597390072,294.0,1023.0,247.0,244.0,-0.24005785899999993,0.00041015099999996973,-13.9649722946621,True,False,True,2
