drug_key,drug,ae_score_x,total_prob,total_weighted_prob,n_ae,safety_drug,P_drug_gt_placebo,safety_score,efficacy_score,ae_score_y,safety_norm,efficacy_norm,ae_inverse_norm,composite_score,safety_used,efficacy_used,ae_used,ae_units,composite_used,avoid_rank_ae,avoid_rank_safety,avoid_rank_efficacy,avoid_rank_composite,delta_safety_vs_real,delta_efficacy_vs_real,delta_ae_vs_real
alosetron,Alosetron,,,,,0.608306,0.685261,0.608306,0.685261,5.176423520129172,0.0,0.5115346406564939,0.0,0.2046138562625975,0.608306,0.685261,,unweighted_total_prob,0.2046138562625975,,1.0,600.0,600.0,,,
alpelisib,Alpelisib,,,,,0.608306,0.943393,0.608306,0.943393,5.176423520129172,0.0,0.9238109992748924,0.0,0.369524399709957,0.608306,0.943393,,unweighted_total_prob,0.369524399709957,,1.0,1565.0,1565.0,,,
alprazolam,Alprazolam,,,,,0.608306,0.790369,0.608306,0.790369,5.176423520129172,0.0,0.6794082227837103,0.0,0.2717632891134841,0.608306,0.790369,,unweighted_total_prob,0.2717632891134841,,1.0,1147.0,1147.0,,,
alprostadil,Alprostadil,,,,,0.608306,0.726461,0.608306,0.726461,5.176423520129172,0.0,0.577337353900408,0.0,0.2309349415601632,0.608306,0.726461,,unweighted_total_prob,0.2309349415601632,,1.0,812.0,812.0,,,
altretamine,Altretamine,,,,,0.608306,0.787778,0.608306,0.787778,5.176423520129172,0.0,0.6752699987542204,0.0,0.2701079995016882,0.608306,0.787778,,unweighted_total_prob,0.2701079995016882,,1.0,1141.0,1141.0,,,
alverine,Alverine,,,,,0.608306,0.588883,0.608306,0.588883,5.176423520129172,0.0,0.3576042062627573,0.0,0.1430416825051029,0.608306,0.588883,,unweighted_total_prob,0.1430416825051029,,1.0,196.0,196.0,,,
alvimopan,Alvimopan,,,,,0.608306,0.706112,0.608306,0.706112,5.176423520129172,0.0,0.5448368827402038,0.0,0.2179347530960815,0.608306,0.706112,,unweighted_total_prob,0.2179347530960815,,1.0,704.0,704.0,,,
amantadine,Amantadine,,,,,0.608306,0.482682,0.608306,0.482682,5.176423520129172,0.0,0.1879849356506962,0.0,0.0751939742602784,0.608306,0.482682,,unweighted_total_prob,0.0751939742602784,,1.0,22.0,22.0,,,
ambenonium,Ambenonium,,,,,0.608306,0.701064,0.608306,0.701064,5.176423520129172,0.0,0.5367744532145904,0.0,0.2147097812858361,0.608306,0.701064,,unweighted_total_prob,0.2147097812858361,,1.0,679.0,679.0,,,
ambrisentan,Ambrisentan,,,,,0.608306,0.757332,0.608306,0.757332,5.176423520129172,0.0,0.6266430713895552,0.0,0.2506572285558221,0.608306,0.757332,,unweighted_total_prob,0.2506572285558221,,1.0,983.0,983.0,,,
amcinonide,Amcinonide,,,,,0.608306,0.624064,0.608306,0.624064,5.176423520129172,0.0,0.4137936541907703,0.0,0.1655174616763081,0.608306,0.624064,,unweighted_total_prob,0.1655174616763081,,1.0,316.0,316.0,,,
amdinocillin,Amdinocillin,,,,,0.608306,0.550497,0.608306,0.550497,5.176423520129172,0.0,0.2962958822195319,0.0,0.1185183528878127,0.608306,0.550497,,unweighted_total_prob,0.1185183528878127,,1.0,97.0,97.0,,,
amifampridine,Amifampridine,,,,,0.608306,0.717807,0.608306,0.717807,5.176423520129172,0.0,0.5635155898127178,0.0,0.2254062359250871,0.608306,0.717807,,unweighted_total_prob,0.2254062359250871,,1.0,764.0,764.0,,,
amifostine,Amifostine,,,,,0.608306,0.855186,0.608306,0.855186,5.176423520129172,0.0,0.7829309039567874,0.0,0.313172361582715,0.608306,0.855186,,unweighted_total_prob,0.313172361582715,,1.0,1381.0,1381.0,,,
amikacin,Amikacin,,,,,0.608306,0.732127,0.608306,0.732127,5.176423520129172,0.0,0.5863868241246801,0.0,0.234554729649872,0.608306,0.732127,,unweighted_total_prob,0.234554729649872,,1.0,847.0,847.0,,,
amiloride,Amiloride,,,,,0.608306,0.618435,0.608306,0.618435,5.176423520129172,0.0,0.4048032786361588,0.0,0.1619213114544635,0.608306,0.618435,,unweighted_total_prob,0.1619213114544635,,1.0,298.0,298.0,,,
amineptine,Amineptine,,,,,0.608306,0.69438,0.608306,0.69438,5.176423520129172,0.0,0.5260990809980292,0.0,0.2104396323992116,0.608306,0.69438,,unweighted_total_prob,0.2104396323992116,,1.0,651.0,651.0,,,
aminobenzoic_acid,Aminobenzoic_acid,,,,,0.608306,0.547874,0.608306,0.547874,5.176423520129172,0.0,0.2921065492865516,0.0,0.1168426197146206,0.608306,0.547874,,unweighted_total_prob,0.1168426197146206,,1.0,91.0,91.0,,,
aminocaproic_acid,Aminocaproic_acid,,,,,0.608306,0.823074,0.608306,0.823074,5.176423520129172,0.0,0.7316431193041522,0.0,0.2926572477216608,0.608306,0.823074,,unweighted_total_prob,0.2926572477216608,,1.0,1292.0,1292.0,,,
aminoglutethimide,Aminoglutethimide,,,,,0.608306,0.864391,0.608306,0.864391,5.176423520129172,0.0,0.7976326994764532,0.0,0.3190530797905813,0.608306,0.864391,,unweighted_total_prob,0.3190530797905813,,1.0,1409.0,1409.0,,,
aminohippuric_acid,Aminohippuric_acid,,,,,0.608306,0.66431,0.608306,0.66431,5.176423520129172,0.0,0.4780726832493762,0.0,0.1912290732997505,0.608306,0.66431,,unweighted_total_prob,0.1912290732997505,,1.0,492.0,492.0,,,
aminolevulinic_acid,Aminolevulinic_acid,,,,,0.608306,0.895198,0.608306,0.895198,5.176423520129172,0.0,0.8468361991586196,0.0,0.3387344796634479,0.608306,0.895198,,unweighted_total_prob,0.3387344796634479,,1.0,1488.0,1488.0,,,
aminophenazone,Aminophenazone,,,,,0.608306,0.694798,0.608306,0.694798,5.176423520129172,0.0,0.5267666910498727,0.0,0.2107066764199491,0.608306,0.694798,,unweighted_total_prob,0.2107066764199491,,1.0,655.0,655.0,,,
aminophylline,Aminophylline,,,,,0.608306,0.776618,0.608306,0.776618,5.176423520129172,0.0,0.657445768661937,0.0,0.2629783074647748,0.608306,0.776618,,unweighted_total_prob,0.2629783074647748,,1.0,1099.0,1099.0,,,
aminosalicylic_acid,Aminosalicylic_acid,,,,,0.608306,0.7408,0.608306,0.7408,5.176423520129172,0.0,0.6002389341238177,0.0,0.240095573649527,0.608306,0.7408,,unweighted_total_prob,0.240095573649527,,1.0,890.0,890.0,,,
amiodarone,Amiodarone,,,,,0.608306,0.7507,0.608306,0.7507,5.176423520129172,0.0,0.616050751141166,0.0,0.2464203004564664,0.608306,0.7507,,unweighted_total_prob,0.2464203004564664,,1.0,951.0,951.0,,,
amisulpride,Amisulpride,,,,,0.608306,0.662358,0.608306,0.662358,5.176423520129172,0.0,0.4749550401364608,0.0,0.1899820160545843,0.608306,0.662358,,unweighted_total_prob,0.1899820160545843,,1.0,483.0,483.0,,,
amitriptyline,Amitriptyline,,,,,0.608306,0.572193,0.608306,0.572193,5.176423520129172,0.0,0.3309477187860357,0.0,0.1323790875144142,0.608306,0.572193,,unweighted_total_prob,0.1323790875144142,,1.0,144.0,144.0,,,
amlexanox,Amlexanox,,,,,0.608306,0.660413,0.608306,0.660413,5.176423520129172,0.0,0.4718485770961838,0.0,0.1887394308384735,0.608306,0.660413,,unweighted_total_prob,0.1887394308384735,,1.0,472.0,472.0,,,
amlodipine,Amlodipine,,,,,0.608306,0.866305,0.608306,0.866305,5.176423520129172,0.0,0.8006896507664737,0.0,0.3202758603065895,0.608306,0.866305,,unweighted_total_prob,0.3202758603065895,,1.0,1416.0,1416.0,,,
